date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,went_to_shootout,outcome,home_elo,away_elo,elo_diff,home_recent_winrate,away_recent_winrate,home_recent_gd,away_recent_gd,form_diff,h2h_winrate,home_advantage
1934-03-13,Guadeloupe,Martinique,0,6,Friendly,Basse-Terre,Guadeloupe,False,False,away_win,1500.0,1492.0626922814197,7.937307718580314,0.33,0.25,0.0,-0.25,0.08000000000000002,0.5,1
1934-03-16,Egypt,Israel,7,1,FIFA World Cup qualification,Cairo,Egypt,False,False,home_win,1516.1432858112762,1500.0,16.1432858112762,0.2,0.33,-2.6,0.0,-0.13,0.5,1
1934-03-18,Bulgaria,Yugoslavia,1,2,Friendly,Sofia,Bulgaria,False,False,away_win,1435.474369122188,1464.113032786833,-28.638663664645037,0.4,0.4,-4.2,-0.2,0.0,0.2222222222222222,1
1934-03-18,Mexico,Cuba,4,1,FIFA World Cup qualification,Mexico City,Mexico,False,False,home_win,1495.6572410501112,1550.7675426628746,-55.11030161276335,0.4,0.4,-0.2,0.4,0.0,1.0,1
1934-03-18,Portugal,Spain,1,2,FIFA World Cup qualification,Lisbon,Portugal,False,False,away_win,1503.2248624966442,1690.5583806080995,-187.3335181114553,0.6,0.6,-1.8,4.6,0.0,0.0,1
1934-03-25,Bulgaria,Hungary,1,4,FIFA World Cup qualification,Sofia,Bulgaria,False,False,away_win,1420.7902494265654,1582.1070314609437,-161.31678203437832,0.2,0.2,-4.6,-0.6,0.0,0.5,1
1934-03-25,France,Czechoslovakia,1,2,Friendly,Colombes,France,False,False,away_win,1404.483560189596,1615.2312230873567,-210.74766289776085,0.2,0.4,-1.4,0.4,-0.2,0.0,1
1934-03-25,Italy,Greece,4,0,FIFA World Cup qualification,Milan,Italy,False,False,home_win,1709.779752738888,1343.051561522799,366.72819121608904,0.6,0.0,0.8,-3.0,0.6,1.0,1
1934-03-25,Switzerland,Austria,2,3,Central European International Cup,Geneva,Switzerland,False,False,away_win,1431.9398948855453,1723.4279829163343,-291.48808803078896,0.2,0.4,-0.8,0.6,-0.2,0.2,1
1934-04-01,Yugoslavia,Bulgaria,2,3,Friendly,Belgrade,Yugoslavia,False,False,away_win,1478.7971524824554,1411.7276580816958,67.0694944007596,0.4,0.2,-0.8,-2.6,0.2,0.7,1
1934-04-06,Israel,Egypt,1,4,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False,False,away_win,1484.7428912494595,1531.4003945618167,-46.65750331235722,0.0,0.4,-6.0,-0.2,-0.4,0.0,1
1934-04-08,Netherlands,Republic of Ireland,5,2,FIFA World Cup qualification,Amsterdam,Netherlands,False,False,home_win,1453.612840537847,1534.8224133972226,-81.20957285937561,0.4,0.4,1.0,-0.2,0.0,0.5,1
1934-04-12,Guernsey,Alderney,3,0,Muratti Vase,Guernsey,Guernsey,False,False,home_win,1650.6825597065615,1308.9717253825334,341.71083432402816,0.8,0.0,1.2,-3.0,0.8,0.9047619047619048,1
1934-04-14,England,Scotland,3,0,British Home Championship,London,England,False,False,home_win,1666.1497124353032,1611.1666898920225,54.98302254328064,0.6,0.2,1.8,-0.8,0.39999999999999997,0.2982456140350877,1
1934-04-15,Austria,Hungary,5,2,Friendly,Vienna,Austria,False,False,home_win,1728.4637716427428,1591.1696228058133,137.29414883692948,0.6,0.4,0.8,0.6,0.19999999999999996,0.3287671232876712,1
1934-04-15,Luxembourg,France,1,6,FIFA World Cup qualification,Luxembourg,Luxembourg,False,False,away_win,1408.5619784367668,1397.1510093272934,11.410969109473399,0.0,0.2,-2.6,-1.6,-0.2,0.3333333333333333,1
1934-04-25,Austria,Bulgaria,6,1,FIFA World Cup qualification,Vienna,Austria,False,False,home_win,1738.450911034583,1430.7785194444227,307.67239159016026,0.8,0.4,1.4,-1.0,0.4,1.0,1
1934-04-26,Jersey,Guernsey,0,1,Muratti Vase,Jersey,Jersey,False,False,away_win,1540.3457149109051,1654.6091697454947,-114.26345483458954,0.4,0.8,0.4,1.6,-0.4,0.3076923076923077,1
1934-04-29,Hungary,Bulgaria,4,1,FIFA World Cup qualification,Budapest,Hungary,False,False,home_win,1581.1824834139732,1426.1255591895538,155.0569242244194,0.2,0.4,-0.6,-1.2,-0.2,1.0,1
1934-04-29,Belgium,Netherlands,2,4,FIFA World Cup qualification,Antwerp,Belgium,False,False,away_win,1400.4469521448852,1473.2860278828578,-72.83907573797251,0.0,0.6,-2.8,1.8,-0.6,0.3191489361702128,1
1934-04-29,Czechoslovakia,Hungary,2,2,Central European International Cup,Prague,Czechoslovakia,False,False,draw,1622.5637739496592,1590.4809735129352,32.08280043672403,0.6,0.4,1.0,0.0,0.19999999999999996,0.25,1
1934-04-29,Romania,Yugoslavia,2,1,FIFA World Cup qualification,Bucharest,Romania,False,False,home_win,1516.4326956447358,1459.7462911197285,56.68640452500722,0.4,0.4,1.0,0.0,0.0,0.45454545454545453,1
1934-05-10,Hungary,England,2,1,Friendly,Budapest,Hungary,False,False,home_win,1591.9542558954888,1679.6385789368974,-87.68432304140856,0.4,0.8,0.2,2.4,-0.4,0.0,1
1934-05-10,Netherlands,France,4,5,Friendly,Amsterdam,Netherlands,False,False,away_win,1485.9799594362069,1413.6763150076579,72.30364442854898,0.6,0.4,1.8,0.2,0.19999999999999996,1.0,1
1934-05-12,Philippines,China PR,0,2,Far Eastern Championship Games,Manila,Philippines,False,False,away_win,1448.1659666940157,1631.0772228753046,-182.911256181289,0.0,0.6,-3.4,2.2,-0.6,0.16666666666666666,1
1934-05-13,Japan,Indonesia,1,7,Far Eastern Championship Games,Manila,Philippines,True,False,away_win,1420.7568104306797,1500.0,-79.2431895693203,0.4,0.33,0.4,0.0,0.07,0.5,0
1934-05-14,China PR,Indonesia,2,0,Far Eastern Championship Games,Manila,Philippines,True,False,home_win,1639.3544844490948,1512.4127059829027,126.94177846619209,0.6,1.0,1.8,6.0,-0.4,0.5,0
1934-05-15,Philippines,Japan,3,4,Far Eastern Championship Games,Manila,Philippines,False,False,away_win,1439.8887051202255,1408.344104447777,31.544600672448496,0.0,0.4,-3.0,0.0,-0.4,0.75,1
1934-05-16,Czechoslovakia,England,2,1,Friendly,Prague,Czechoslovakia,False,False,home_win,1621.0904915671056,1659.6841690561787,-38.593677489073116,0.4,0.6,0.2,1.4,-0.19999999999999996,0.0,1
1934-05-19,Philippines,Indonesia,3,2,Far Eastern Championship Games,Manila,Philippines,False,False,home_win,1422.440001092864,1502.0116396754815,-79.57163858261765,0.0,0.5,-3.0,2.0,-0.5,0.5,1
1934-05-20,China PR,Japan,4,3,Far Eastern Championship Games,Manila,Philippines,True,False,home_win,1649.755550756516,1425.7928084751386,223.96274228137736,0.6,0.4,1.8,0.0,0.19999999999999996,0.7777777777777778,0
1934-05-21,Denmark,Poland,4,2,Friendly,Copenhagen,Denmark,False,False,home_win,1529.726937933751,1539.7509484748598,-10.024010541108737,0.6,0.4,0.8,-0.2,0.19999999999999996,0.5,1
1934-05-23,Sweden,Poland,4,2,Friendly,Stockholm,Sweden,False,False,home_win,1547.772182895301,1523.2894537729678,24.48272912233324,0.8,0.4,1.6,-0.4,0.4,0.375,1
1934-05-24,Mexico,United States,2,4,FIFA World Cup qualification,Rome,Italy,True,False,away_win,1514.1740912589084,1511.6012808553055,2.5728104036029436,0.6,0.4,1.0,0.0,0.19999999999999996,0.5,0
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,False,away_win,1466.697503243686,1426.9041061591367,39.79339708454927,0.6,0.2,1.8,-1.0,0.39999999999999997,0.3333333333333333,0
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,False,home_win,1713.2366090349383,1527.7197609872974,185.5168480476409,0.6,0.6,1.2,0.4,0.0,0.5,1
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,False,home_win,1638.8605218804166,1529.8451101701994,109.01541171021722,0.6,0.6,0.6,1.6,0.0,1.0,0
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,False,away_win,1545.264560996264,1611.9086657762075,-66.64410477994352,0.6,0.6,2.0,0.8,0.0,0.5,0
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,False,away_win,1614.7839019850883,1698.6803968994654,-83.89649491437717,1.0,0.8,1.6,5.0,0.19999999999999996,0.5,0
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,False,away_win,1387.7530205915361,1595.443065494626,-207.69004490308976,0.0,0.8,-1.8,2.6,-0.8,0.75,0
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,False,home_win,1743.103871289452,1432.9587712001787,310.1451000892732,1.0,0.6,2.4,1.0,0.4,1.0,0
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,False,away_win,1707.3303654592264,1562.6465740414574,144.68379141776904,0.6,0.8,0.8,1.6,-0.20000000000000007,0.5,0
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,False,home_win,1747.7005164912355,1624.876686469911,122.82383002132451,1.0,0.6,2.4,0.6,0.4,0.33783783783783783,0
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,False,home_win,1649.9986923926494,1444.7286883898282,205.27000400282122,0.8,0.4,0.8,-0.8,0.4,0.5,0
1934-05-31,Germany,Sweden,2,1,FIFA World Cup,Milan,Italy,True,False,home_win,1602.8755777741821,1584.949318662972,17.92625911121013,1.0,0.8,3.2,1.2,0.19999999999999996,0.3,0
1934-05-31,Italy,Spain,1,1,FIFA World Cup,Florence,Italy,False,False,draw,1721.4221670309514,1710.8902037810985,10.531963249852879,0.8,1.0,2.4,5.4,-0.19999999999999996,0.2,1
1934-06-01,Italy,Spain,1,0,FIFA World Cup,Florence,Italy,False,False,home_win,1720.9373007054512,1711.3750701065987,9.562230598852466,0.6,0.8,2.2,2.8,-0.20000000000000007,0.18181818181818182,1
1934-06-03,Czechoslovakia,Germany,3,1,FIFA World Cup,Rome,Italy,True,False,home_win,1657.5109932280507,1618.050774817663,39.4602184103876,0.8,1.0,0.8,3.0,-0.19999999999999996,0.5,0
1934-06-03,Italy,Austria,1,0,FIFA World Cup,Milan,Italy,False,False,home_win,1736.4970548659805,1758.2686846975273,-21.77162983154676,0.6,1.0,1.8,2.2,-0.4,0.07692307692307693,1
1934-06-03,Yugoslavia,Brazil,8,4,Friendly,Belgrade,Yugoslavia,False,False,home_win,1446.333876594265,1602.5740951034552,-156.2402185091903,0.2,0.8,-0.4,1.0,-0.6000000000000001,0.5,1
1934-06-07,Austria,Germany,2,3,FIFA World Cup,Naples,Italy,True,False,away_win,1741.2673743804141,1603.8602114824882,137.4071628979259,0.8,0.8,1.8,2.4,0.0,0.6666666666666666,0
1934-06-10,Italy,Czechoslovakia,2,1,FIFA World Cup,Rome,Italy,False,False,home_win,1753.4983651830937,1671.7015565632255,81.79680861986822,0.8,0.8,2.4,1.0,0.0,0.3,1
1934-06-10,Lithuania,Latvia,2,0,Friendly,Kaunas,Lithuania,False,False,home_win,1273.3883824060695,1417.2421034803956,-143.85372107432613,0.0,0.4,-2.6,0.8,-0.4,0.06666666666666667,1
1934-06-17,Denmark,Sweden,3,5,Nordic Championship,Copenhagen,Denmark,False,False,away_win,1546.188432635643,1569.774121619491,-23.58568898384806,0.6,0.8,1.0,1.0,-0.20000000000000007,0.6538461538461539,1
1934-06-17,Catalonia,Brazil,2,1,Friendly,Barcelona,Spain,False,False,home_win,1440.674345867308,1579.8277163556884,-139.15337048838046,0.2,0.6,-0.8,-0.4,-0.39999999999999997,0.5,1
1934-06-24,Catalonia,Brazil,2,2,Friendly,Girona,Spain,False,False,draw,1462.7605864985405,1557.7414757244558,-94.98088922591523,0.2,0.4,-0.8,-0.8,-0.2,1.0,1
1934-06-29,Lithuania,Estonia,1,1,Friendly,Kaunas,Lithuania,False,False,draw,1295.6588022269596,1327.6916156017214,-32.03281337476187,0.2,0.4,-2.0,0.8,-0.2,0.3125,1
1934-07-01,Sweden,Norway,3,3,Nordic Championship,Stockholm,Sweden,False,False,draw,1584.6896259144078,1523.2011145757504,61.48851133865742,0.8,0.2,1.0,0.4,0.6000000000000001,0.6111111111111112,1
1934-07-03,Finland,Denmark,2,1,Nordic Championship,Helsinki,Finland,False,False,home_win,1396.37010670264,1531.2729283407264,-134.90282163808638,0.4,0.6,0.0,0.6,-0.19999999999999996,0.42857142857142855,1
1934-07-18,Uruguay,Argentina,2,2,Friendly,Montevideo,Uruguay,False,False,draw,1636.6630282722438,1685.0276208377118,-48.364592565468,0.4,0.4,-0.6,0.2,0.0,0.38144329896907214,1
1934-07-22,Curaçao,Suriname,3,1,Friendly,Willemstad,Curaçao,False,False,home_win,1545.6718372788175,1500.0676591404801,45.604178138337375,0.8,0.5,0.8,0.0,0.30000000000000004,0.5,1
1934-07-25,Curaçao,Suriname,3,2,Friendly,Willemstad,Curaçao,False,False,home_win,1559.5836658965138,1486.1558305227838,73.42783537372998,1.0,0.3333333333333333,1.6,-0.6666666666666666,0.6666666666666667,1.0,1
1934-07-29,Curaçao,Suriname,2,2,Friendly,Willemstad,Curaçao,False,False,draw,1572.2516508004862,1473.4878456188114,98.7638051816748,1.0,0.25,1.6,-0.75,0.75,1.0,1
1934-07-31,Aruba,Suriname,1,1,Friendly,Oranjestad,Aruba,False,False,draw,1429.2887920699222,1477.917411986812,-48.628619916889875,0.0,0.2,-2.0,-0.6,-0.2,0.5,1
1934-08-06,Suriname,Trinidad and Tobago,3,3,Friendly,Paramaribo,Dutch Guyana,False,False,draw,1475.6924911032893,1569.06667460836,-93.37418350507073,0.2,0.8,-0.4,2.2,-0.6000000000000001,0.5,1
1934-08-08,Estonia,Finland,1,1,Friendly,Tallinn,Estonia,False,False,draw,1326.2206157206647,1418.2881516154298,-92.06753589476511,0.2,0.6,0.6,0.6,-0.39999999999999997,0.26666666666666666,1
1934-08-10,Estonia,Hungary,2,2,Friendly,Tallinn,Estonia,False,False,draw,1330.3639509559791,1614.3085182636191,-283.94456730764,0.2,0.6,0.8,1.0,-0.39999999999999997,0.5,1
1934-08-14,Latvia,Finland,1,1,Friendly,Riga,Latvia,False,False,draw,1394.9716836595055,1414.1448163801153,-19.17313272060983,0.2,0.4,-0.4,-0.8,-0.2,0.25,1
1934-08-15,Argentina,Uruguay,1,0,Friendly,Avellaneda,Argentina,False,False,home_win,1682.8146250040693,1638.8760241058862,43.93860089818304,0.4,0.2,0.4,-0.8,0.2,0.37755102040816324,1
1934-08-16,Lithuania,Finland,1,0,Friendly,Kaunas,Lithuania,False,False,home_win,1297.1298021080163,1413.2627562013174,-116.13295409330112,0.2,0.2,-0.6,-1.0,0.0,0.0,1
1934-08-26,Yugoslavia,Poland,4,1,Friendly,Belgrade,Yugoslavia,False,False,home_win,1469.0802553420317,1508.4150626268115,-39.3348072847798,0.4,0.2,0.6,-1.0,0.2,0.2,1
1934-09-02,Norway,Finland,4,2,Nordic Championship,Oslo,Norway,False,False,home_win,1526.0035672883591,1392.105298020892,133.89826926746719,0.2,0.2,0.6,-0.4,0.0,0.8461538461538461,1
1934-09-02,Czechoslovakia,Yugoslavia,3,1,Friendly,Prague,Czechoslovakia,False,False,home_win,1659.4003518597299,1486.8839902418601,172.51636161786973,0.8,0.6,0.8,1.2,0.20000000000000007,0.6428571428571429,1
1934-09-09,Latvia,Lithuania,1,3,Friendly,Riga,Latvia,False,False,away_win,1395.8537438383034,1318.2872602884418,77.56648354986169,0.2,0.4,-0.4,-0.4,-0.2,0.625,1
1934-09-09,Poland,Germany,2,5,Friendly,Warsaw,Poland,False,False,away_win,1490.611327726983,1625.8775410118183,-135.2662132848352,0.0,0.8,-1.8,2.2,-0.8,0.0,1
1934-09-23,Austria,Czechoslovakia,2,2,Central European International Cup,Vienna,Austria,False,False,draw,1719.250044851084,1668.050059353814,51.19998549727006,0.6,0.8,1.0,1.0,-0.20000000000000007,0.3076923076923077,1
1934-09-23,Finland,Sweden,5,4,Nordic Championship,Helsinki,Finland,False,False,home_win,1381.9833679438514,1581.887173201799,-199.90380525794762,0.2,0.6,-0.4,0.8,-0.39999999999999997,0.09523809523809523,1
1934-09-23,Norway,Denmark,3,1,Nordic Championship,Oslo,Norway,False,False,home_win,1536.1254973653997,1509.3548834279366,26.770613937463168,0.4,0.4,1.0,0.2,0.0,0.16,1
1934-09-23,Sweden,Latvia,3,1,Friendly,Stockholm,Sweden,False,False,home_win,1557.5785064230922,1376.339862376643,181.23864404644928,0.4,0.2,0.2,-0.6,0.2,0.625,1
1934-09-29,Wales,England,0,4,British Home Championship,Cardiff,Wales,False,False,away_win,1514.497596679819,1641.9141387428676,-127.41654206304861,0.6,0.4,1.0,0.6,0.19999999999999996,0.13725490196078433,1
1934-10-07,Denmark,Germany,2,5,Friendly,Copenhagen,Denmark,False,False,away_win,1494.58528175881,1635.9450563684181,-141.35977460960817,0.2,0.8,-0.6,1.2,-0.6000000000000001,0.6666666666666666,1
1934-10-07,Hungary,Austria,3,1,Central European International Cup,Budapest,Hungary,False,False,home_win,1603.5313217721928,1716.9091195179851,-113.37779774579235,0.4,0.4,0.4,0.0,0.0,0.41333333333333333,1
1934-10-14,Poland,Romania,3,3,Friendly,Lwów,Poland,False,False,draw,1480.5438123703832,1518.7069396579666,-38.16312728758339,0.2,0.6,-1.2,2.4,-0.39999999999999997,0.2,1
1934-10-14,Latvia,Poland,2,6,Friendly,Riga,Latvia,False,False,away_win,1368.0033820269787,1482.2942550948546,-114.29087306787596,0.0,0.0,-1.2,-2.2,0.0,0.0,1
1934-10-14,Switzerland,Czechoslovakia,2,2,Central European International Cup,Geneva,Switzerland,False,False,draw,1437.216387554427,1670.390984686913,-233.17459713248604,0.4,0.6,-0.6,0.8,-0.19999999999999996,0.2857142857142857,1
1934-10-20,Northern Ireland,Scotland,2,1,British Home Championship,Belfast,Northern Ireland,False,False,home_win,1408.098365788687,1597.6778233904283,-189.5794576017413,0.2,0.2,-1.2,-0.8,0.0,0.08695652173913043,1
1934-11-04,Switzerland,Netherlands,2,4,Friendly,Bern,Switzerland,False,False,away_win,1446.5879554337894,1448.8729210129945,-2.2849655792051635,0.4,0.6,0.0,1.8,-0.19999999999999996,0.7,1
1934-11-11,Austria,Switzerland,3,0,Central European International Cup,Vienna,Austria,False,False,home_win,1695.8656466738437,1430.6931804703272,265.1724662035165,0.2,0.2,-0.6,-0.6,0.0,0.75,1
1934-11-14,England,Italy,3,2,Friendly,London,England,False,False,home_win,1652.2960278406135,1765.7995698865893,-113.50354204597579,0.6,0.8,1.6,1.8,-0.20000000000000007,0.0,1
1934-11-21,Scotland,Wales,3,2,British Home Championship,Aberdeen,Scotland,False,False,home_win,1573.7217346271404,1504.1157075820731,69.60602704506732,0.0,0.4,-1.2,-0.4,-0.4,0.6481481481481481,1
1934-12-09,Italy,Hungary,4,2,Friendly,Milan,Italy,False,False,home_win,1744.7508822767695,1624.5747946163342,120.17608766043531,0.6,0.6,0.4,0.8,0.0,0.45454545454545453,1
1934-12-15,Republic of Ireland,Hungary,2,4,Friendly,Dublin,Irish Free State,False,False,away_win,1515.1492260522118,1613.8984688006326,-98.74924274842078,0.2,0.4,-1.2,0.2,-0.2,0.5,1
1934-12-16,France,Yugoslavia,3,2,Friendly,Paris,France,False,False,home_win,1428.3621259983952,1478.234282747776,-49.87215674938079,0.4,0.4,0.6,0.6,0.0,0.3333333333333333,1
1934-12-23,Greece,Yugoslavia,2,1,Balkan Cup,Athens,Greece,False,False,home_win,1339.5947052267486,1459.9532304257737,-120.35852519902505,0.0,0.4,-2.6,0.6,-0.4,0.25,1
1934-12-25,Bulgaria,Yugoslavia,3,4,Balkan Cup,Athens,Greece,True,False,away_win,1416.8270690905917,1438.622086116476,-21.795017025884363,0.2,0.4,-2.2,0.6,-0.2,0.2727272727272727,0
1934-12-27,Greece,Romania,2,2,Balkan Cup,Athens,Greece,False,False,draw,1360.9258495360461,1516.9564969334951,-156.030647397449,0.2,0.4,-1.8,1.0,-0.2,0.25,1
1934-12-30,Bulgaria,Romania,2,3,Balkan Cup,Athens,Greece,True,False,away_win,1401.8294522051426,1510.218055462798,-108.3886032576554,0.2,0.2,-2.2,0.0,0.0,0.25,0
1935-01-01,Romania,Yugoslavia,0,4,Balkan Cup,Athens,Greece,True,False,away_win,1521.3824406508668,1453.6197030019252,67.76273764894154,0.4,0.4,0.2,0.0,0.0,0.5,0
1935-01-01,Greece,Bulgaria,1,2,Balkan Cup,Athens,Greece,False,False,away_win,1367.6642910067433,1390.6650670170739,-23.000776010330583,0.2,0.2,-1.4,-1.8,0.0,0.14285714285714285,1
1935-01-06,Argentina,Chile,4,1,Copa América,Lima,Peru,True,False,home_win,1696.801896431649,1410.4270485837335,286.3748478479156,0.6,0.6,0.8,0.4,0.0,0.7857142857142857,0
1935-01-13,Peru,Uruguay,0,1,Copa América,Lima,Peru,False,False,away_win,1435.6436790786408,1624.8887526783064,-189.2450735996656,0.0,0.2,-2.8,-0.8,-0.2,0.0,1
1935-01-18,Chile,Uruguay,1,2,Copa América,Lima,Peru,True,False,away_win,1405.2650981401214,1632.9442608214206,-227.6791626812992,0.4,0.2,-0.6,-0.8,0.2,0.0,0
1935-01-20,Peru,Argentina,1,4,Copa América,Lima,Peru,False,False,away_win,1427.5881709355267,1701.9638468752612,-274.3756759397345,0.0,0.6,-2.4,0.8,-0.6,0.0,1
1935-01-24,Spain,France,2,0,Friendly,Madrid,Spain,False,False,home_win,1695.8153159460694,1446.6431783203975,249.1721376256719,0.6,0.6,2.2,1.0,0.0,0.8,1
1935-01-26,Peru,Chile,1,0,Copa América,Lima,Peru,False,False,home_win,1422.1201469998057,1398.468873895003,23.651273104802613,0.0,0.4,-2.4,-0.8,-0.4,0.5,1
1935-01-27,Argentina,Uruguay,0,3,Copa América,Lima,Peru,True,False,away_win,1707.4318708109822,1639.740485066539,67.69138574444332,0.6,0.4,1.2,0.0,0.19999999999999996,0.3838383838383838,0
1935-01-27,Germany,Switzerland,4,0,Friendly,Stuttgart,Germany,False,False,home_win,1645.7721200935462,1424.9807679168146,220.7913521767316,0.8,0.2,1.2,-1.0,0.6000000000000001,0.6666666666666666,1
1935-02-06,England,Northern Ireland,2,1,British Home Championship,Liverpool,England,False,False,home_win,1673.3447154504333,1432.054454551975,241.29026089845843,0.6,0.4,1.2,-0.8,0.19999999999999996,0.7708333333333334,1
1935-02-17,Netherlands,Germany,2,3,Friendly,Amsterdam,Netherlands,False,False,away_win,1464.7676959764567,1652.7830007043394,-188.01530472788272,0.6,0.8,1.0,1.8,-0.20000000000000007,0.38461538461538464,1
1935-02-17,Italy,France,2,1,Friendly,Rome,Italy,False,False,home_win,1755.4272080924711,1440.4856810641525,314.94152702831866,0.8,0.6,0.8,0.8,0.20000000000000007,0.5714285714285714,1
1935-02-22,Uganda,Kenya,5,1,Friendly,Kampala,Uganda,False,False,home_win,1526.4735905888836,1473.5264094111164,52.947181177767106,0.6,0.2,3.6,-3.6,0.39999999999999997,0.5,1
1935-03-17,Czechoslovakia,Switzerland,3,1,Central European International Cup,Prague,Czechoslovakia,False,False,home_win,1661.0194168075507,1417.9698873060213,243.04952950152938,0.4,0.0,0.6,-2.0,0.4,0.5,1
1935-03-17,France,Germany,1,3,Friendly,Paris,France,False,False,away_win,1435.9966548146583,1660.8812542988996,-224.88459948424133,0.4,1.0,-0.4,2.4,-0.6,0.5,1
1935-03-23,Curaçao,Aruba,2,0,Friendly,Willemstad,Curaçao,False,False,home_win,1567.8220844324856,1431.513712953445,136.3083714790405,0.8,0.0,1.4,-1.2,0.8,1.0,1
1935-03-24,Austria,Italy,0,2,Central European International Cup,Vienna,Austria,False,False,away_win,1701.5780592273563,1759.9162343419653,-58.33817511460893,0.2,0.8,-0.2,0.8,-0.6000000000000001,0.5714285714285714,1
1935-03-24,Curaçao,Aruba,4,0,Friendly,Willemstad,Curaçao,False,False,home_win,1577.8482507468912,1421.4875466390395,156.3607041078517,0.8,0.0,1.4,-1.4,0.8,1.0,1
1935-03-24,El Salvador,Cuba,4,1,Central American and Caribbean Games,San Salvador,El Salvador,False,False,home_win,1461.7713406178505,1532.2506924540774,-70.4793518362269,0.2,0.2,-2.4,-0.6,0.0,0.0,1
1935-03-25,Costa Rica,Guatemala,4,3,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1568.3300408420082,1424.0650931053276,144.2649477366806,0.8,0.0,5.2,-3.2,0.8,1.0,0
1935-03-25,Cuba,Honduras,3,0,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1513.0487981969623,1486.4694585074371,26.579339689525113,0.2,0.4,-1.2,-3.2,-0.2,1.0,0
1935-03-27,Cuba,Guatemala,2,1,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1527.8271566506494,1414.3515345999326,113.47562205071677,0.2,0.0,-1.8,-3.2,0.2,0.5,0
1935-03-27,El Salvador,Mexico,1,8,Central American and Caribbean Games,San Salvador,El Salvador,False,False,away_win,1480.9732348749656,1498.0556111269166,-17.08237625195102,0.2,0.6,-3.0,0.8,-0.39999999999999997,0.5,1
1935-03-27,Wales,Northern Ireland,3,1,British Home Championship,Wrexham,Wales,False,False,home_win,1491.278975026292,1425.6681857385254,65.61078928776669,0.4,0.4,-0.6,-0.4,0.0,0.45652173913043476,1
1935-03-28,El Salvador,Honduras,3,4,Central American and Caribbean Games,San Salvador,El Salvador,False,False,away_win,1465.759274085635,1471.69110005375,-5.931825968114936,0.2,0.2,-3.0,-4.0,0.0,0.25,1
1935-03-28,Mexico,Guatemala,5,1,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1513.269571916247,1403.3990644371688,109.87050747907824,0.8,0.0,2.8,-3.0,0.8,0.6666666666666666,0
1935-03-30,Mexico,Cuba,6,1,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1524.372026562565,1538.7796268134132,-14.40760025084819,0.8,0.4,3.4,-1.4,0.4,1.0,0
1935-03-30,El Salvador,Costa Rica,1,6,Central American and Caribbean Games,San Salvador,El Salvador,False,False,away_win,1450.0324182272461,1578.0435993474032,-128.01118112015706,0.2,0.8,-2.2,4.0,-0.6000000000000001,0.0,1
1935-03-31,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,False,home_win,1456.6694423818965,1380.32050831198,76.3489340699166,0.4,0.0,0.2,-2.4,0.4,0.5,1
1935-03-31,Honduras,Guatemala,0,0,Central American and Caribbean Games,San Salvador,El Salvador,True,False,draw,1487.417955912139,1392.2966097908509,95.12134612128807,0.4,0.0,-2.4,-3.8,0.4,0.5,0
1935-03-31,Costa Rica,Cuba,2,1,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1588.4014950373964,1522.11651236214,66.28498267525651,0.8,0.4,3.6,-1.4,0.4,0.0,0
1935-04-01,Mexico,Honduras,8,2,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1541.0351410138383,1483.1437196244995,57.8914213893388,0.8,0.4,3.4,-1.4,0.4,0.5,0
1935-04-02,Mexico,Costa Rica,2,0,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1554.3935443777173,1601.3854631509637,-46.991918773246425,0.8,0.8,4.0,2.8,0.0,0.5,0
1935-04-03,El Salvador,Guatemala,6,1,Central American and Caribbean Games,San Salvador,El Salvador,False,False,home_win,1439.6745225372529,1396.5708460784904,43.10367645876249,0.2,0.0,-2.6,-2.4,0.2,1.0,1
1935-04-03,Costa Rica,Honduras,6,0,Central American and Caribbean Games,San Salvador,El Salvador,True,False,home_win,1583.2345055592489,1469.7853162606204,113.44918929862843,0.8,0.2,2.6,-3.2,0.6000000000000001,1.0,0
